locus_tag	ftype	length_bp	gene	EC_number	COG	product
EFGH_00049	CDS	1008	preA_1	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
EFGH_00050	CDS	192	preA_2	1.3.1.1	COG0167	NAD-dependent dihydropyrimidine dehydrogenase subunit PreA
EFGH_00051	CDS	1242	preT	1.3.1.1	COG0493	NAD-dependent dihydropyrimidine dehydrogenase subunit PreT
EFGH_00052	CDS	240				hypothetical protein
EFGH_00053	CDS	720				hypothetical protein
EFGH_00054	CDS	885	cdd	3.5.4.5	COG0295	Cytidine deaminase
EFGH_00055	CDS	696	yohK_1		COG1346	Inner membrane protein YohK
EFGH_00056	CDS	399				hypothetical protein
EFGH_00057	CDS	909	gbpR			HTH-type transcriptional regulator GbpR
EFGH_00058	CDS	1359	mhbT			3-hydroxybenzoate transporter MhbT
EFGH_00059	CDS	1038	nagI	1.13.11.4		Gentisate 1,2-dioxygenase
EFGH_00060	CDS	702	nagK_1	3.7.1.20		Fumarylpyruvate hydrolase
EFGH_00061	CDS	645	nagL	5.2.1.4		Maleylpyruvate isomerase
EFGH_00062	CDS	1194	mhbM	1.14.13.24	COG0654	3-hydroxybenzoate 6-hydroxylase
EFGH_00063	CDS	939	dusC	1.3.1.-	COG0042	tRNA-dihydrouridine(16) synthase
EFGH_00064	CDS	1437	ttgI			Toluene efflux pump outer membrane protein TtgI
EFGH_00065	CDS	762	yohF	1.-.-.-	COG1028	putative oxidoreductase YohF
EFGH_00066	CDS	570	yohD		COG0586	Inner membrane protein YohD
EFGH_00067	CDS	588	yohC			Inner membrane protein YohC
EFGH_00068	CDS	909	pbpG	3.4.21.-	COG1686	D-alanyl-D-alanine endopeptidase
EFGH_00069	CDS	1731	dld	1.1.5.12	COG0277	Quinone-dependent D-lactate dehydrogenase
EFGH_00070	CDS	2298		3.2.1.-		Beta-xylosidase
EFGH_00071	CDS	918	yehZ		COG1732	Glycine betaine-binding protein YehZ
EFGH_00072	CDS	1170	yehY		COG1174	Glycine betaine uptake system permease protein YehY
EFGH_00073	CDS	948	yehX	3.6.3.-	COG1125	Glycine betaine uptake system ATP-binding protein YehX
EFGH_00074	CDS	732	yehW		COG1174	Glycine betaine uptake system permease protein YehW
EFGH_00075	CDS	108				hypothetical protein
EFGH_00076	CDS	732	mlrA_1		COG0789	HTH-type transcriptional regulator MlrA
EFGH_00077	CDS	1686	btsS	2.7.13.3	COG3275	Sensor histidine kinase BtsS
EFGH_00078	CDS	720	btsR		COG3279	Transcriptional regulatory protein BtsR
EFGH_00079	CDS	468				hypothetical protein
EFGH_00080	CDS	531				hypothetical protein
EFGH_00081	CDS	459	yehR		COG4808	putative lipoprotein YehR
EFGH_00082	CDS	2034	metG	6.1.1.10	COG0073	Methionine--tRNA ligase
EFGH_00083	CDS	1110	apbC		COG0489	Iron-sulfur cluster carrier protein
EFGH_00084	CDS	282				hypothetical protein
EFGH_00085	CDS	531	yehD			putative fimbrial-like protein YehD
EFGH_00086	CDS	684	yehC		COG3121	putative fimbrial chaperone YehC
EFGH_00087	CDS	111				hypothetical protein
EFGH_00088	CDS	2382	yehB		COG3188	Outer membrane usher protein YehB
EFGH_00089	CDS	1008	yehA			putative fimbrial-like protein YehA
EFGH_00090	CDS	315	rcnB		COG5455	Nickel/cobalt homeostasis protein RcnB
EFGH_00091	CDS	798	thiM	2.7.1.50	COG2145	Hydroxyethylthiazole kinase
EFGH_00092	CDS	801	thiD	2.7.1.49	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase
EFGH_00093	CDS	747	frlR		COG2188	putative fructoselysine utilization operon transcriptional repressor
EFGH_00094	CDS	966	ydjH	2.7.1.-	COG0524	putative sugar kinase YdjH
EFGH_00095	CDS	1005	draG	3.2.2.24	COG1397	ADP-ribosyl-[dinitrogen reductase] glycohydrolase
EFGH_00096	CDS	1272	yegT			Putative nucleoside transporter YegT
EFGH_00097	CDS	1053	fbaB	4.1.2.13	COG1830	Fructose-bisphosphate aldolase class 1
EFGH_00098	CDS	720	yegS	2.7.1.-	COG1597	putative lipid kinase YegS
EFGH_00099	CDS	336				hypothetical protein
EFGH_00100	CDS	417	cesT			Tir chaperone
EFGH_00101	CDS	1362	rlhA_1		COG0826	23S rRNA 5-hydroxycytidine synthase
EFGH_00102	CDS	615				hypothetical protein
EFGH_00103	CDS	420				hypothetical protein
EFGH_00104	CDS	303				hypothetical protein
EFGH_00105	CDS	501	cdiI4			Immunity protein CdiI-o11
EFGH_00106	CDS	693				hypothetical protein
EFGH_00107	CDS	621				hypothetical protein
EFGH_00108	CDS	480				hypothetical protein
EFGH_00109	CDS	450				hypothetical protein
EFGH_00110	CDS	429				hypothetical protein
EFGH_00111	CDS	714				hypothetical protein
EFGH_00112	CDS	720				hypothetical protein
EFGH_00113	CDS	2112				hypothetical protein
EFGH_00114	CDS	696				hypothetical protein
EFGH_00115	CDS	885				hypothetical protein
EFGH_00116	CDS	303				hypothetical protein
EFGH_00117	CDS	723	baeR		COG0745	Transcriptional regulatory protein BaeR
EFGH_00118	CDS	1404	baeS	2.7.13.3	COG0642	Signal transduction histidine-protein kinase BaeS
EFGH_00119	CDS	1413	mdtD			Putative multidrug resistance protein MdtD
EFGH_00120	CDS	3081	mdtC			Multidrug resistance protein MdtC
EFGH_00121	CDS	3123	mdtB			Multidrug resistance protein MdtB
EFGH_00122	CDS	1242	mdtA			Multidrug resistance protein MdtA
EFGH_00123	CDS	198				hypothetical protein
EFGH_00124	CDS	1353	dnaK_1			Chaperone protein DnaK
EFGH_00125	CDS	870	alkA	3.2.2.21	COG0122	DNA-3-methyladenine glycosylase 2
EFGH_00126	CDS	2991				hypothetical protein
EFGH_00127	CDS	642	udk	2.7.1.48	COG0572	Uridine kinase
EFGH_00128	CDS	582	dcd	3.5.4.13	COG0717	dCTP deaminase
EFGH_00129	CDS	1857				hypothetical protein
EFGH_00130	CDS	1581				hypothetical protein
EFGH_00131	CDS	1140				hypothetical protein
EFGH_00132	CDS	450	wzb	3.1.3.48	COG0394	Low molecular weight protein-tyrosine-phosphatase Wzb
EFGH_00133	CDS	2160	wzc	2.7.10.-	COG0489	Tyrosine-protein kinase wzc
EFGH_00134	CDS	912				hypothetical protein
EFGH_00135	CDS	489	cysE_1	2.3.1.30	COG1045	Serine acetyltransferase
EFGH_00136	CDS	1218				hypothetical protein
EFGH_00137	CDS	372				hypothetical protein
EFGH_00138	CDS	843				hypothetical protein
EFGH_00139	CDS	747				hypothetical protein
EFGH_00140	CDS	555				hypothetical protein
EFGH_00141	CDS	1122	gmd	4.2.1.47	COG1089	GDP-mannose 4,6-dehydratase
EFGH_00142	CDS	966	fcl	1.1.1.271	COG0451	GDP-L-fucose synthase
EFGH_00143	CDS	474	gmm	3.6.1.-	COG0494	GDP-mannose mannosyl hydrolase
EFGH_00144	CDS	1224				hypothetical protein
EFGH_00145	CDS	1437	manC1	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase 1
EFGH_00146	CDS	1371	algC	5.4.2.2	COG1109	Phosphomannomutase/phosphoglucomutase
EFGH_00147	CDS	1395	wcaJ	2.7.8.31	COG2148	UDP-glucose:undecaprenyl-phosphate glucose-1-phosphate transferase
EFGH_00148	CDS	1479	wzxC		COG2244	Lipopolysaccharide biosynthesis protein WzxC
EFGH_00149	CDS	405				hypothetical protein
EFGH_00150	CDS	711				hypothetical protein
EFGH_00151	CDS	1221	gtfA	2.4.1.-		UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase GtfA subunit
EFGH_00152	CDS	1404				hypothetical protein
EFGH_00153	CDS	894	galF	2.7.7.9	COG1210	UTP--glucose-1-phosphate uridylyltransferase
EFGH_00154	CDS	1086	rfbB	4.2.1.46	COG1088	dTDP-glucose 4,6-dehydratase
EFGH_00155	CDS	900	rfbD_1	1.1.1.133	COG1091	dTDP-4-dehydrorhamnose reductase
EFGH_00156	CDS	879	rmlA	2.7.7.24	COG1209	Glucose-1-phosphate thymidylyltransferase
EFGH_00157	CDS	549	rfbC	5.1.3.13	COG1898	dTDP-4-dehydrorhamnose 3,5-epimerase
EFGH_00158	CDS	975	ascD	1.17.1.-		CDP-6-deoxy-L-threo-D-glycero-4-hexulose-3-dehydrase reductase
EFGH_00159	CDS	774	rfbF	2.7.7.33	COG1208	Glucose-1-phosphate cytidylyltransferase
EFGH_00160	CDS	1080	rfbG	4.2.1.45	COG0451	CDP-glucose 4,6-dehydratase
EFGH_00161	CDS	1314	spnQ	4.2.1.164		dTDP-4-dehydro-2,6-dideoxy-D-glucose 3-dehydratase
EFGH_00162	CDS	825	rfbJ	1.1.1.341	COG0451	CDP-abequose synthase
EFGH_00163	CDS	1017	rfbE	5.1.3.10	COG0451	CDP-paratose 2-epimerase
EFGH_00164	CDS	1284				hypothetical protein
EFGH_00165	CDS	1002	rfbV	2.4.1.60	COG0463	Abequosyltransferase RfbV
EFGH_00166	CDS	1062	mshA_1	2.4.1.250		D-inositol-3-phosphate glycosyltransferase
EFGH_00167	CDS	945				hypothetical protein
EFGH_00168	CDS	1440	rfbM	2.7.7.13	COG0662	Mannose-1-phosphate guanylyltransferase RfbM
EFGH_00169	CDS	1434	glmM_1			Phosphoglucosamine mutase
EFGH_00170	CDS	1431				hypothetical protein
EFGH_00171	CDS	1407	gnd	1.1.1.44	COG0362	6-phosphogluconate dehydrogenase, decarboxylating
EFGH_00172	CDS	1167	ugd	1.1.1.22	COG1004	UDP-glucose 6-dehydrogenase
EFGH_00173	CDS	984	wzzB		COG3765	Chain length determinant protein
EFGH_00174	CDS	612	hisI	3.5.4.19		Histidine biosynthesis bifunctional protein HisIE
EFGH_00175	CDS	777	hisF	4.3.2.10	COG0107	Imidazole glycerol phosphate synthase subunit HisF
EFGH_00176	CDS	738	hisA	5.3.1.16	COG0106	1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino] imidazole-4-carboxamide isomerase
EFGH_00177	CDS	591	hisH	4.3.2.10	COG0118	Imidazole glycerol phosphate synthase subunit HisH
EFGH_00178	CDS	1068	hisB		COG0131	Histidine biosynthesis bifunctional protein HisB
EFGH_00179	CDS	1080	hisC	2.6.1.9	COG0079	Histidinol-phosphate aminotransferase
EFGH_00180	CDS	1305	hisD	1.1.1.23	COG0141	Histidinol dehydrogenase
EFGH_00181	CDS	900	hisG	2.4.2.17	COG0040	ATP phosphoribosyltransferase
EFGH_00182	CDS	825	yeeZ		COG0451	Protein YeeZ
EFGH_00183	CDS	915	yhaJ_1			HTH-type transcriptional regulator YhaJ
EFGH_00184	CDS	1359	plaP		COG0531	Low-affinity putrescine importer PlaP
EFGH_00185	CDS	1431	sbcB	3.1.11.1	COG2925	Exodeoxyribonuclease I
EFGH_00186	CDS	960	sopA_1	2.3.2.26	COG1357	E3 ubiquitin-protein ligase SopA
EFGH_00187	CDS	552	sopA_2	2.3.2.26	COG1357	E3 ubiquitin-protein ligase SopA
EFGH_00188	CDS	159	sopA_3	2.3.2.26		E3 ubiquitin-protein ligase SopA
EFGH_00189	CDS	2277	phsA	1.8.5.5	COG0243	Thiosulfate reductase molybdopterin-containing subunit PhsA
EFGH_00190	CDS	579	phsB		COG0437	Thiosulfate reductase electron transfer subunit PhsB
EFGH_00191	CDS	765	phsC		COG4117	Thiosulfate reductase cytochrome B subunit PhsC
EFGH_00192	CDS	954	dacD_1	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
EFGH_00193	CDS	219	dacD_2	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacD
EFGH_00194	CDS	468	sbmC		COG3449	DNA gyrase inhibitor
EFGH_00195	CDS	1059	yeeA		COG1289	Inner membrane protein YeeA
EFGH_00196	CDS	336				hypothetical protein
EFGH_00197	CDS	903	pduX	2.7.1.177	COG4542	L-threonine kinase
EFGH_00198	CDS	1215	pduW	2.7.2.15	COG0282	putative propionate kinase
EFGH_00199	CDS	453	pduV_1		COG4917	Propanediol utilization protein PduV
EFGH_00200	CDS	351	pduU		COG4810	Propanediol utilization protein PduU
EFGH_00201	CDS	555				hypothetical protein
EFGH_00202	CDS	1329	rsxC_1	7.-.-.-		Ion-translocating oxidoreductase complex subunit C
EFGH_00203	CDS	1113	adhE_1		COG1012	Aldehyde-alcohol dehydrogenase
EFGH_00204	CDS	1395	adhE_2			Aldehyde-alcohol dehydrogenase
EFGH_00205	CDS	1011				hypothetical protein
EFGH_00206	CDS	492				hypothetical protein
EFGH_00207	CDS	633	pduL	2.3.1.222	COG4869	Phosphate propanoyltransferase
EFGH_00208	CDS	462				hypothetical protein
EFGH_00209	CDS	276	pduA_1		COG4577	Propanediol utilization protein PduA
EFGH_00210	CDS	351				hypothetical protein
EFGH_00211	CDS	1833	ddrA			Diol dehydratase-reactivating factor alpha subunit
EFGH_00212	CDS	522	pduE	4.2.1.28	COG4910	Propanediol dehydratase small subunit
EFGH_00213	CDS	675	pduD	4.2.1.28		Propanediol dehydratase medium subunit
EFGH_00214	CDS	1665	pduC	4.2.1.28	COG4909	Propanediol dehydratase large subunit
EFGH_00215	CDS	813	pduB		COG4816	Propanediol utilization protein PduB
EFGH_00216	CDS	285	pduA_2		COG4577	Propanediol utilization protein PduA
EFGH_00217	CDS	795	pduF		COG0580	Propanediol diffusion facilitator
EFGH_00218	CDS	915	rhaS_1			HTH-type transcriptional activator RhaS
EFGH_00219	CDS	1425	cbiA	6.3.5.11	COG1797	Cobyrinate a,c-diamide synthase
EFGH_00220	CDS	960	cobD_1		COG1270	Cobalamin biosynthesis protein CobD
EFGH_00221	CDS	480	cbiC	5.4.99.60	COG2082	Cobalt-precorrin-8 methylmutase
EFGH_00222	CDS	1140	cbiD	2.1.1.195	COG1903	Cobalt-precorrin-5B C(1)-methyltransferase
EFGH_00223	CDS	606	cbiE	2.1.1.289	COG2241	Cobalt-precorrin-7 C(5)-methyltransferase
EFGH_00224	CDS	579	cbiT	2.1.1.196	COG2242	Cobalt-precorrin-6B C(15)-methyltransferase (decarboxylating)
EFGH_00225	CDS	774	cbiF	2.1.1.271	COG2875	Cobalt-precorrin-4 C(11)-methyltransferase
EFGH_00226	CDS	1056	cbiG	3.7.1.12	COG2073	Cobalt-precorrin-5A hydrolase
EFGH_00227	CDS	726	cbiH	2.1.1.-	COG1010	putative cobalt-factor III C(17)-methyltransferase
EFGH_00228	CDS	714	cbiJ	1.3.1.106	COG2099	Cobalt-precorrin-6A reductase
EFGH_00229	CDS	138				hypothetical protein
EFGH_00230	CDS	660	cbiK	4.99.1.3	COG4822	Sirohydrochlorin cobaltochelatase
EFGH_00231	CDS	714	cbiL	2.1.1.151	COG2243	Cobalt-precorrin-2 C(20)-methyltransferase
EFGH_00232	CDS	279	cbiM_1		COG0310	Cobalt transport protein CbiM
EFGH_00233	CDS	507	cbiM_2		COG0310	Cobalt transport protein CbiM
EFGH_00234	CDS	282	cbiN		COG1930	Cobalt transport protein CbiN
EFGH_00235	CDS	678	cbiQ		COG0619	Cobalt transport protein CbiQ
EFGH_00236	CDS	816	cbiO	7.-.-.-	COG1122	Cobalt import ATP-binding protein CbiO
EFGH_00237	CDS	1521	cobQ		COG1492	Cobyric acid synthase
EFGH_00238	CDS	546	cobU	2.7.1.156	COG2087	Bifunctional adenosylcobalamin biosynthesis protein CobU
EFGH_00239	CDS	744	cobS	2.7.8.26	COG0368	Adenosylcobinamide-GDP ribazoletransferase
EFGH_00240	CDS	1071	cobT	2.4.2.21	COG2038	Nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase
EFGH_00241	CDS	930	erfK	2.-.-.-	COG1376	putative L,D-transpeptidase ErfK/SrfK
EFGH_00242	tRNA	76				tRNA-Asn(gtt)
EFGH_00243	CDS	1425	yeeO		COG0534	putative FMN/FAD exporter YeeO
EFGH_00244	tRNA	76				tRNA-Asn(gtt)
EFGH_00245	CDS	327				hypothetical protein
EFGH_00246	CDS	1455	amn	3.2.2.4	COG0775	AMP nucleosidase
EFGH_00247	CDS	864				hypothetical protein
EFGH_00248	CDS	216				hypothetical protein
EFGH_00249	CDS	312				hypothetical protein
EFGH_00250	CDS	387				hypothetical protein
EFGH_00251	CDS	288				hypothetical protein
EFGH_00252	CDS	294				hypothetical protein
EFGH_00253	CDS	396				hypothetical protein
EFGH_00254	CDS	294				hypothetical protein
EFGH_00255	CDS	645				hypothetical protein
EFGH_00256	CDS	1512				hypothetical protein
EFGH_00257	CDS	510				hypothetical protein
EFGH_00258	CDS	516				hypothetical protein
EFGH_00259	CDS	324				hypothetical protein
EFGH_00260	CDS	1437				hypothetical protein
EFGH_00261	CDS	315				hypothetical protein
EFGH_00262	CDS	1305				hypothetical protein
EFGH_00263	CDS	2961				hypothetical protein
EFGH_00264	CDS	1977				hypothetical protein
EFGH_00265	CDS	1389				hypothetical protein
EFGH_00266	CDS	1275	intA_1		COG0582	Prophage integrase IntA
EFGH_00267	tRNA	76				tRNA-Asn(gtt)
EFGH_00268	tRNA	76				tRNA-Asn(gtt)
EFGH_00269	CDS	798	mtfA		COG3228	Protein MtfA
EFGH_00270	tRNA	90				tRNA-Ser(cga)
EFGH_00271	CDS	420	umuD_1	3.4.21.-	COG1974	Protein UmuD
EFGH_00272	CDS	1269	umuC_1		COG0389	Protein UmuC
EFGH_00273	CDS	213	cspJ			Cold shock-like protein CspJ
EFGH_00274	CDS	1185	ompN_1		COG3203	Outer membrane porin N
EFGH_00275	CDS	312	yedR			Inner membrane protein YedR
EFGH_00276	CDS	696	yedJ		COG1418	putative protein YedJ
EFGH_00277	CDS	1431	dcm	2.1.1.37	COG0270	DNA-cytosine methyltransferase
EFGH_00278	CDS	471	vsr	3.1.-.-	COG3727	Very short patch repair protein
EFGH_00279	CDS	921	yedA			putative inner membrane transporter YedA
EFGH_00280	CDS	255	yedI_1		COG2354	Inner membrane protein YedI
EFGH_00281	CDS	639	yedI_2		COG2354	Inner membrane protein YedI
EFGH_00282	CDS	186				hypothetical protein
EFGH_00283	CDS	1704	dgcQ	2.7.7.65		putative diguanylate cyclase DgcQ
EFGH_00284	CDS	816	yedP	3.1.3.70	COG3769	Mannosyl-3-phosphoglycerate phosphatase
EFGH_00285	CDS	228				hypothetical protein
EFGH_00286	CDS	195	dsrB			Protein DsrB
EFGH_00287	CDS	624	rcsA_1		COG2771	Transcriptional regulatory protein RcsA
EFGH_00288	CDS	795	fliR		COG1684	Flagellar biosynthetic protein FliR
EFGH_00289	CDS	270	fliQ		COG1987	Flagellar biosynthetic protein FliQ
EFGH_00290	CDS	738	fliP		COG1338	Flagellar biosynthetic protein FliP
EFGH_00291	CDS	378	fliO		COG3190	Flagellar protein FliO
EFGH_00292	CDS	414	fliN		COG1886	Flagellar motor switch protein FliN
EFGH_00293	CDS	1005	fliM		COG1868	Flagellar motor switch protein FliM
EFGH_00294	CDS	468				hypothetical protein
EFGH_00295	CDS	1230	fliK		COG3144	Flagellar hook-length control protein
EFGH_00296	CDS	444	fliJ		COG2882	Flagellar FliJ protein
EFGH_00297	CDS	1371	fliI	7.1.2.2	COG1157	Flagellum-specific ATP synthase
EFGH_00298	CDS	708	fliH		COG1317	Flagellar assembly protein FliH
EFGH_00299	CDS	996	fliG		COG1536	Flagellar motor switch protein FliG
EFGH_00300	CDS	1683	fliF		COG1766	Flagellar M-ring protein
EFGH_00301	CDS	315	fliE		COG1677	Flagellar hook-basal body complex protein FliE
EFGH_00302	CDS	354				hypothetical protein
EFGH_00303	CDS	234	yedF		COG0425	Putative sulfur carrier protein YedF
EFGH_00304	CDS	1206				hypothetical protein
EFGH_00305	CDS	414				hypothetical protein
EFGH_00306	CDS	1485	amyA	3.2.1.1	COG0366	Cytoplasmic alpha-amylase
EFGH_00307	CDS	369	fliT			Flagellar protein FliT
EFGH_00308	CDS	408	fliS		COG1516	Flagellar secretion chaperone FliS
EFGH_00309	CDS	1404	fliD		COG1345	Flagellar hook-associated protein 2
EFGH_00310	CDS	1521	fljB		COG1344	Phase 2 flagellin
EFGH_00311	CDS	285	fliU			Flagellar biosynthetic protein FliU
EFGH_00312	CDS	942				hypothetical protein
EFGH_00313	CDS	720	fliA		COG1191	RNA polymerase sigma factor FliA
EFGH_00314	CDS	552	fliZ			Regulator of sigma S factor FliZ
EFGH_00315	CDS	801	fliY_1		COG0834	L-cystine-binding protein FliY
EFGH_00316	CDS	987	dcyD	4.4.1.15	COG2515	D-cysteine desulfhydrase
EFGH_00317	CDS	669	yecS_1		COG0765	L-cystine transport system permease protein YecS
EFGH_00318	CDS	753	artM_1		COG1126	Arginine transport ATP-binding protein ArtM
EFGH_00319	CDS	723	sdiA		COG2771	Regulatory protein SdiA
EFGH_00320	CDS	225				hypothetical protein
EFGH_00321	CDS	657	uvrY		COG2197	Response regulator UvrY
EFGH_00322	CDS	1833	uvrC		COG0322	UvrABC system protein C
EFGH_00323	CDS	549	pgsA	2.7.8.5	COG0558	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
EFGH_00324	tRNA	76				tRNA-Gly(gcc)
EFGH_00325	tRNA	74				tRNA-Cys(gca)
EFGH_00326	tRNA	87				tRNA-Leu(taa)
EFGH_00327	CDS	1434				hypothetical protein
EFGH_00328	CDS	192				hypothetical protein
EFGH_00329	CDS	207				hypothetical protein
EFGH_00330	CDS	453				hypothetical protein
EFGH_00331	CDS	1269	tyrP		COG0814	Tyrosine-specific transport protein
EFGH_00332	CDS	240				hypothetical protein
EFGH_00333	CDS	498	ftnA_1	1.16.3.2	COG1528	Bacterial non-heme ferritin
EFGH_00334	CDS	336				hypothetical protein
EFGH_00335	CDS	504	ftnA_2	1.16.3.2	COG1528	Bacterial non-heme ferritin
EFGH_00336	CDS	558	yajL_1	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
EFGH_00337	CDS	903	otsB	3.1.3.12	COG1877	Trehalose-6-phosphate phosphatase
EFGH_00338	CDS	1422	otsA	2.4.1.15	COG0380	Trehalose-6-phosphate synthase
EFGH_00339	CDS	396	uspC		COG0589	Universal stress protein C
EFGH_00340	CDS	342	flhD			Flagellar transcriptional regulator FlhD
EFGH_00341	CDS	579	flhC			Flagellar transcriptional regulator FlhC
EFGH_00342	CDS	888	motA		COG1291	Motility protein A
EFGH_00343	CDS	930	motB		COG1360	Motility protein B
EFGH_00344	CDS	2016	cheA	2.7.13.3	COG0643	Chemotaxis protein CheA
EFGH_00345	CDS	504	cheW		COG0835	Chemotaxis protein CheW
EFGH_00346	CDS	1662	tar		COG0840	Methyl-accepting chemotaxis protein II
EFGH_00347	CDS	867	cheR	2.1.1.80		Chemotaxis protein methyltransferase
EFGH_00348	CDS	1050	cheB	3.1.1.61	COG2201	Protein-glutamate methylesterase/protein-glutamine glutaminase
EFGH_00349	CDS	390	cheY		COG0784	Chemotaxis protein CheY
EFGH_00350	CDS	648	cheZ	3.1.3.-	COG3143	Protein phosphatase CheZ
EFGH_00351	CDS	1152	flhB		COG1377	Flagellar biosynthetic protein FlhB
EFGH_00352	CDS	2079	flhA		COG1298	Flagellar biosynthesis protein FlhA
EFGH_00353	CDS	393	flhE			Flagellar protein FlhE
EFGH_00354	CDS	1140	yesR	3.2.1.172	COG4225	Unsaturated rhamnogalacturonyl hydrolase YesR
EFGH_00355	CDS	693	mrdA_1	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
EFGH_00356	CDS	1170	mrdA_2	3.4.16.4	COG0768	Peptidoglycan D,D-transpeptidase MrdA
EFGH_00357	CDS	1734	argS	6.1.1.19	COG0018	Arginine--tRNA ligase
EFGH_00358	CDS	570	yecM		COG3102	Protein YecM
EFGH_00359	CDS	780	cutC		COG3142	Copper homeostasis protein CutC
EFGH_00360	CDS	972	cmoB	2.5.1.-	COG0500	tRNA U34 carboxymethyltransferase
EFGH_00361	CDS	744	cmoA	2.1.3.-	COG0500	Carboxy-S-adenosyl-L-methionine synthase
EFGH_00362	CDS	396	yecN		COG3788	Inner membrane protein YecN
EFGH_00363	CDS	819				hypothetical protein
EFGH_00364	CDS	567	yecD	3.-.-.-	COG1335	Isochorismatase family protein YecD
